name,age,answers,cliente_codigo,_chave
Camila Duarte,31,"[""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree""]",7124.0,ef9f2365f60ac8e2356e254c8c91488f
Gabriel,29,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree""]",15556.0,1d40882bc4bd32e41d71d18381755f93
Marina Lima,30,"[""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree""]",9106.0,ef9f2365f60ac8e2356e254c8c91488f
Carlos Machado,72,"[""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Disagree""]",11987.0,33fa79e54690bc45beb83343f7e3c730
Marina Silva,28,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Disagree"", ""Disagree""]",735.0,ef9f2365f60ac8e2356e254c8c91488f
Thiago,16,"[""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Disagree"", ""Strongly Agree"", ""Strongly Agree"", ""Neither"", ""Neither"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Somewhat Disagree""]",12761.0,ca13bee745eaeffb2c494385eeec9a47
Carlos Mendes,54,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Disagree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Disagree"", ""Somewhat Disagree""]",8856.0,ef9f2365f60ac8e2356e254c8c91488f
Ana Clara,35,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Disagree""]",6426.0,28359f7fc700f9b9904a3b619c84022c
Carlos Andrade,30,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Agree""]",5036.0,ef9f2365f60ac8e2356e254c8c91488f
Lucas,35,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Somewhat Agree""]",15199.0,1d40882bc4bd32e41d71d18381755f93
Carlos Oliveira,42,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Agree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree""]",16206.0,1d40882bc4bd32e41d71d18381755f93
Cláudia,53,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Somewhat Agree""]",15602.0,1d40882bc4bd32e41d71d18381755f93
Lara Almeida,16,"[""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Disagree"", ""Somewhat Disagree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Somewhat Disagree"", ""Somewhat Disagree""]",12627.0,ca13bee745eaeffb2c494385eeec9a47
Carlos Andrade,20,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Agree""]",6508.0,ef9f2365f60ac8e2356e254c8c91488f
Ana Clara,58,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Disagree"", ""Somewhat Disagree""]",11445.0,33fa79e54690bc45beb83343f7e3c730
Lucas Carvalho,35,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree""]",12433.0,28359f7fc700f9b9904a3b619c84022c
Clara Martins,24,"[""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Disagree"", ""Disagree""]",7391.0,ef9f2365f60ac8e2356e254c8c91488f
Carlos Vieira,58,"[""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Agree"", ""Agree"", ""Somewhat Disagree"", ""Disagree""]",15126.0,1d40882bc4bd32e41d71d18381755f93
Clara Mendes,24,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Neither""]",12917.0,ca13bee745eaeffb2c494385eeec9a47
Lucas Almeida,22,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Disagree"", ""Disagree""]",7481.0,ef9f2365f60ac8e2356e254c8c91488f
Julia Santos,30,"[""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Disagree"", ""Disagree""]",15182.0,28359f7fc700f9b9904a3b619c84022c
Alice,25,"[""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Somewhat Disagree"", ""Neither""]",6900.0,ef9f2365f60ac8e2356e254c8c91488f
Laura Carvalho,42,"[""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Disagree""]",13130.0,ca13bee745eaeffb2c494385eeec9a47
Lucas Almeida,25,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Disagree"", ""Disagree""]",3521.0,1d40882bc4bd32e41d71d18381755f93
Lucas Andrade,19,"[""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Agree""]",17253.0,28359f7fc700f9b9904a3b619c84022c
Carlos Silva,23,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Disagree""]",12524.0,33fa79e54690bc45beb83343f7e3c730
Bianca,21,"[""Agree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Disagree""]",15033.0,1d40882bc4bd32e41d71d18381755f93
Mariana,32,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Disagree""]",12806.0,ca13bee745eaeffb2c494385eeec9a47
Lucas Martins,28,"[""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Somewhat Disagree""]",16576.0,28359f7fc700f9b9904a3b619c84022c
Fernanda,25,"[""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Disagree""]",9778.0,a855c5c74458a07ac7301a1a8df5b7ed
Luiz Andrade,33,"[""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Disagree""]",15093.0,1d40882bc4bd32e41d71d18381755f93
Clara Ferreira,41,"[""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Somewhat Agree"", ""Agree"", ""Somewhat Agree"", ""Agree"", ""Agree"", ""Disagree"", ""Disagree""]",10928.0,28359f7fc700f9b9904a3b619c84022c
Maria Clara,35,"[""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Disagree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Disagree""]",16290.0,1d40882bc4bd32e41d71d18381755f93
Carlos,36,"[""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Disagree"", ""Somewhat Disagree""]",13488.0,1d40882bc4bd32e41d71d18381755f93
João Silva,26,"[""Agree"", ""Agree"", ""Somewhat Disagree"", ""Disagree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Agree""]",11768.0,33fa79e54690bc45beb83343f7e3c730
Lucas Andrade,22,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Disagree""]",14819.0,28359f7fc700f9b9904a3b619c84022c
Ana Paula,32,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Disagree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Somewhat Agree""]",12409.0,ca13bee745eaeffb2c494385eeec9a47
Henrique,44,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree""]",18238.0,28359f7fc700f9b9904a3b619c84022c
Carlos Meireles,37,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Agree"", ""Agree"", ""Somewhat Disagree"", ""Disagree""]",11985.0,33fa79e54690bc45beb83343f7e3c730
Laura,24,"[""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Disagree""]",14946.0,28359f7fc700f9b9904a3b619c84022c
Lucas,26,"[""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Disagree"", ""Disagree""]",7584.0,ef9f2365f60ac8e2356e254c8c91488f
Carlos Silva,48,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Disagree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Somewhat Disagree""]",15103.0,1d40882bc4bd32e41d71d18381755f93
Carlos Silva,30,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Disagree""]",12658.0,ca13bee745eaeffb2c494385eeec9a47
Ana Clara,17,"[""Agree"", ""Agree"", ""Neither"", ""Somewhat Disagree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Disagree""]",5663.0,ef9f2365f60ac8e2356e254c8c91488f
Carla,35,"[""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Disagree""]",9002.0,1d40882bc4bd32e41d71d18381755f93
Rafael,33,"[""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Agree"", ""Agree"", ""Disagree"", ""Somewhat Disagree""]",15331.0,1d40882bc4bd32e41d71d18381755f93
Carla Almeida,46,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Disagree"", ""Disagree""]",15909.0,28359f7fc700f9b9904a3b619c84022c
Lucas Monteiro,19,"[""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Disagree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Strongly Agree""]",8242.0,ef9f2365f60ac8e2356e254c8c91488f
Lucas Silva,20,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Somewhat Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Neither""]",18489.0,28359f7fc700f9b9904a3b619c84022c
Lucas Ribeiro,24,"[""Somewhat Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Neither"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Disagree""]",12734.0,33fa79e54690bc45beb83343f7e3c730
Carlos Alberto,33,"[""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Disagree""]",12272.0,ca13bee745eaeffb2c494385eeec9a47
Laura Prado,38,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Disagree"", ""Strongly Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree""]",11744.0,33fa79e54690bc45beb83343f7e3c730
Alex Ribeiro,34,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Agree"", ""Agree"", ""Disagree"", ""Disagree""]",9640.0,a855c5c74458a07ac7301a1a8df5b7ed
Mariana Costa,29,"[""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Agree""]",4686.0,ef9f2365f60ac8e2356e254c8c91488f
Carlos,28,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Disagree""]",5543.0,ef9f2365f60ac8e2356e254c8c91488f
Lucas Almeida,30,"[""Agree"", ""Agree"", ""Neither"", ""Neither"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Somewhat Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Somewhat Disagree""]",14657.0,1d40882bc4bd32e41d71d18381755f93
Rodrigo,18,"[""Agree"", ""Agree"", ""Somewhat Agree"", ""Somewhat Disagree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Somewhat Disagree"", ""Disagree""]",10856.0,33fa79e54690bc45beb83343f7e3c730
Laura Valente,47,"[""Agree"", ""Agree"", ""Somewhat Disagree"", ""Somewhat Disagree"", ""Strongly Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree"", ""Agree""]",11254.0,a855c5c74458a07ac7301a1a8df5b7ed
Ana Clara,14,"[""Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Agree"", ""Agree"", ""Agree"", ""Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Strongly Agree"", ""Somewhat Agree""]",153.0,33fa79e54690bc45beb83343f7e3c730
